,code,name,c_name
229,600083,博信股份,电子器件
230,600151,航天机电,电子器件
231,600171,上海贝岭,电子器件
232,600183,生益科技,电子器件
233,600203,福日电子,电子器件
234,600206,有研新材,电子器件
235,600207,安彩高科,电子器件
236,600237,铜峰电子,电子器件
237,600353,旭光股份,电子器件
238,600355,精伦电子,电子器件
239,600360,华微电子,电子器件
240,600363,联创光电,电子器件
241,600401,海润光伏,电子器件
242,600460,士兰微,电子器件
243,600478,科力远,电子器件
244,600537,亿晶光电,电子器件
245,600563,法拉电子,电子器件
246,600584,长电科技,电子器件
247,600602,云赛智联,电子器件
248,600667,太极实业,电子器件
249,600703,三安光电,电子器件
250,600707,彩虹股份,电子器件
251,600747,大连控股,电子器件
252,600817,*ST宏盛,电子器件
253,600980,北矿科技,电子器件
254,601012,隆基股份,电子器件
255,601231,环旭电子,电子器件
256,601908,京运通,电子器件
257,603005,晶方科技,电子器件
258,603118,共进股份,电子器件
259,603328,依顿电子,电子器件
260,603678,火炬电子,电子器件
261,000020,深华发Ａ,电子器件
262,000050,深天马Ａ,电子器件
263,000058,深 赛 格,电子器件
264,000068,华控赛格,电子器件
265,000413,东旭光电,电子器件
266,000536,华映科技,电子器件
267,000636,风华高科,电子器件
268,000670,*ST盈方,电子器件
269,000725,京东方Ａ,电子器件
270,000727,华东科技,电子器件
271,000733,振华科技,电子器件
272,000810,创维数字,电子器件
273,000823,超声电子,电子器件
274,002025,航天电器,电子器件
275,002045,国光电器,电子器件
276,002049,紫光国芯,电子器件
277,002055,得润电子,电子器件
278,002056,横店东磁,电子器件
279,002057,中钢天源,电子器件
280,002079,苏州固锝,电子器件
281,002104,恒宝股份,电子器件
282,002106,莱宝高科,电子器件
283,002119,康强电子,电子器件
284,002129,中环股份,电子器件
285,002134,天津普林,电子器件
286,002137,麦达数字,电子器件
287,002138,顺络电子,电子器件
288,002139,拓邦股份,电子器件
289,002141,蓉胜超微,电子器件
290,002156,通富微电,电子器件
291,002179,中航光电,电子器件
292,002185,华天科技,电子器件
293,002188,巴士在线,电子器件
294,002189,利达光电,电子器件
295,002199,*ST东晶,电子器件
296,002218,拓日新能,电子器件
297,002222,福晶科技,电子器件
298,002241,歌尔股份,电子器件
299,002273,水晶光电,电子器件
300,002288,超华科技,电子器件
301,002289,*ST宇顺,电子器件
302,002371,七星电子,电子器件
303,002388,新亚制程,电子器件
304,002389,南洋科技,电子器件
305,002402,和而泰,电子器件
306,002426,胜利精密,电子器件
307,002436,兴森科技,电子器件
308,002449,国星光电,电子器件
309,002456,欧菲光,电子器件
310,002463,沪电股份,电子器件
311,002475,立讯精密,电子器件
312,002484,江海股份,电子器件
313,002504,弘高创意,电子器件
314,002506,协鑫集成,电子器件
315,002512,达华智能,电子器件
316,002579,中京电子,电子器件
317,002587,奥拓电子,电子器件
318,002600,江粉磁材,电子器件
319,002618,丹邦科技,电子器件
320,002636,金安国纪,电子器件
321,002638,勤上光电,电子器件
322,002654,万润科技,电子器件
323,002655,共达电声,电子器件
324,002724,海洋王,电子器件
325,002729,好利来,电子器件
326,002745,木林森,电子器件
327,300014,亿纬锂能,电子器件
328,300029,天龙光电,电子器件
329,300032,金龙机电,电子器件
330,300046,台基股份,电子器件
331,300053,欧比特,电子器件
332,300077,国民技术,电子器件
333,300078,思创医惠,电子器件
334,300083,劲胜精密,电子器件
335,300088,长信科技,电子器件
336,300102,乾照光电,电子器件
337,300111,向日葵,电子器件
338,300114,中航电测,电子器件
339,300115,长盈精密,电子器件
340,300118,东方日升,电子器件
341,300127,银河磁体,电子器件
342,300128,锦富新材,电子器件
343,300131,英唐智控,电子器件
344,300139,晓程科技,电子器件
345,300154,瑞凌股份,电子器件
346,300155,安居宝,电子器件
347,300162,雷曼股份,电子器件
348,300184,力源信息,电子器件
349,300205,天喻信息,电子器件
350,300207,欣旺达,电子器件
351,300215,电科院,电子器件
352,300219,鸿利智汇,电子器件
353,300220,金运激光,电子器件
354,300223,北京君正,电子器件
355,300224,正海磁材,电子器件
356,300227,光韵达,电子器件
357,300232,洲明科技,电子器件
358,300241,瑞丰光电,电子器件
359,300242,明家联合,电子器件
360,300256,星星科技,电子器件
361,300269,联建光电,电子器件
362,300279,和晶科技,电子器件
363,300296,利亚德,电子器件
364,300301,长方集团,电子器件
365,300303,聚飞光电,电子器件
366,300317,珈伟股份,电子器件
367,300319,麦捷科技,电子器件
368,300323,华灿光电,电子器件
369,300327,中颖电子,电子器件
370,300331,苏大维格,电子器件
371,300340,科恒股份,电子器件
372,300342,天银机电,电子器件
373,300346,南大光电,电子器件
374,300351,永贵电器,电子器件
375,300373,扬杰科技,电子器件
376,300389,艾比森,电子器件
377,300408,三环集团,电子器件
378,300414,中光防雷,电子器件
379,300433,蓝思科技,电子器件
380,600096,云天化,农药化肥
381,600226,升华拜克,农药化肥
382,600227,赤天化,农药化肥
383,600230,*ST沧大,农药化肥
384,600389,江山股份,农药化肥
385,600423,柳化股份,农药化肥
386,600426,华鲁恒升,农药化肥
387,600470,六国化工,农药化肥
388,600486,扬农化工,农药化肥
389,600538,国发股份,农药化肥
390,600596,新安股份,农药化肥
391,600691,阳煤化工,农药化肥
392,600727,鲁北化工,农药化肥
393,600731,湖南海利,农药化肥
394,600796,钱江生化,农药化肥
395,600803,新奥股份,农药化肥
396,603599,广信股份,农药化肥
397,000422,湖北宜化,农药化肥
398,000525,红 太 阳,农药化肥
399,000553,沙隆达Ａ,农药化肥
400,000731,四川美丰,农药化肥
401,000792,盐湖股份,农药化肥
402,000830,鲁西化工,农药化肥
403,000902,新洋丰,农药化肥
404,000912,泸天化,农药化肥
405,000950,*ST建峰,农药化肥
406,000953,河池化工,农药化肥
407,002004,华邦健康,农药化肥
408,002018,华信国际,农药化肥
409,002113,天润数娱,农药化肥
410,002170,芭田股份,农药化肥
411,002215,诺 普 信,农药化肥
412,002258,利尔化学,农药化肥
413,002274,华昌化工,农药化肥
414,002391,长青股份,农药化肥
415,002470,金正大,农药化肥
416,002496,辉丰股份,农药化肥
417,002513,*ST蓝丰,农药化肥
418,002538,司尔特,农药化肥
419,002539,云图控股,农药化肥
420,002588,史丹利,农药化肥
421,002734,利民股份,农药化肥
422,002749,国光股份,农药化肥
423,300261,雅本化学,农药化肥
424,600172,黄河旋风,其它行业
425,600516,方大炭素,其它行业
426,600783,鲁信创投,其它行业
427,603022,新通联,其它行业
428,603023,威帝股份,其它行业
429,603026,石大胜华,其它行业
430,603108,润达医疗,其它行业
431,603116,红蜻蜓,其它行业
432,603198,迎驾贡酒,其它行业
433,603227,雪峰科技,其它行业
434,603300,华铁科技,其它行业
435,603311,金海环境,其它行业
436,603566,普莱柯,其它行业
437,603568,伟明环保,其它行业
438,603598,引力传媒,其它行业
439,603669,灵康药业,其它行业
440,603688,石英股份,其它行业
441,603718,海利生物,其它行业
442,603885,吉祥航空,其它行业
443,603901,永创智能,其它行业
444,603918,金桥信息,其它行业
445,603968,醋化股份,其它行业
446,603989,艾华集团,其它行业
447,900901,云赛Ｂ股,其它行业
448,900902,市北B股,其它行业
449,900903,大众Ｂ股,其它行业
450,900904,神奇B股,其它行业
451,900905,老凤祥Ｂ,其它行业
452,900906,中毅达B,其它行业
453,900907,鼎立Ｂ股,其它行业
454,900908,氯碱Ｂ股,其它行业
455,900909,华谊B股,其它行业
456,900910,海立Ｂ股,其它行业
457,900911,金桥Ｂ股,其它行业
458,900912,外高Ｂ股,其它行业
459,900913,国新B股,其它行业
460,900914,锦投Ｂ股,其它行业
461,900915,中路Ｂ股,其它行业
462,900916,凤凰B股,其它行业
463,900917,海欣Ｂ股,其它行业
464,900918,耀皮Ｂ股,其它行业
465,900919,绿庭B股,其它行业
466,900920,上柴Ｂ股,其它行业
467,900921,丹科Ｂ股,其它行业
468,900922,三毛B股,其它行业
469,900923,百联Ｂ股,其它行业
470,900924,上工Ｂ股,其它行业
471,900925,机电Ｂ股,其它行业
472,900926,宝信Ｂ,其它行业
473,900927,物贸Ｂ股,其它行业
474,900928,临港B股,其它行业
475,900929,锦旅Ｂ股,其它行业
476,900930,沪普天Ｂ,其它行业
477,900932,陆家Ｂ股,其它行业
478,900933,华新Ｂ股,其它行业
479,900934,锦江Ｂ股,其它行业
480,900935,阳晨Ｂ股,其它行业
481,900936,鄂资Ｂ股,其它行业
482,900937,华电Ｂ股,其它行业
483,900938,天海B,其它行业
484,900939,汇丽B,其它行业
485,900940,大名城B,其它行业
486,900941,东信Ｂ股,其它行业
487,900942,黄山Ｂ股,其它行业
488,900943,开开Ｂ股,其它行业
489,900945,海航Ｂ股,其它行业
490,900946,天雁B股,其它行业
491,900947,振华Ｂ股,其它行业
492,900948,伊泰Ｂ股,其它行业
493,900951,大化B股,其它行业
494,900952,锦港Ｂ股,其它行业
495,900953,凯马Ｂ,其它行业
496,900955,海创B股,其它行业
497,900956,东贝Ｂ股,其它行业
498,900957,凌云Ｂ股,其它行业
499,000511,*ST烯碳,其它行业
500,000795,英洛华,其它行业
501,002088,鲁阳节能,其它行业
502,002297,博云新材,其它行业
503,002753,永东股份,其它行业
504,002755,东方新星,其它行业
505,002756,永兴特钢,其它行业
506,002757,南兴装备,其它行业
507,002758,华通医药,其它行业
508,002759,天际股份,其它行业
509,200011,深物业B,其它行业
510,200012,南 玻Ｂ,其它行业
511,200016,深康佳Ｂ,其它行业
512,200017,深中华B,其它行业
513,200018,神州B,其它行业
514,200019,深深宝Ｂ,其它行业
515,200020,深华发Ｂ,其它行业
516,200022,深赤湾Ｂ,其它行业
517,200025,特 力Ｂ,其它行业
518,200026,飞亚达Ｂ,其它行业
519,200028,一致Ｂ,其它行业
520,200029,深深房Ｂ,其它行业
521,200030,富奥B,其它行业
522,200037,*ST南电B,其它行业
523,200045,深纺织Ｂ,其它行业
524,200053,深基地Ｂ,其它行业
525,200054,建摩B,其它行业
526,200055,方大Ｂ,其它行业
527,200056,皇庭B,其它行业
528,200058,深赛格B,其它行业
529,200152,山 航Ｂ,其它行业
530,200160,南江B,其它行业
531,200168,舜喆B,其它行业
532,200413,东旭B,其它行业
533,200418,小天鹅Ｂ,其它行业
534,200429,粤高速Ｂ,其它行业
535,200468,*ST宁通B,其它行业
536,200488,晨 鸣Ｂ,其它行业
537,200505,*ST珠江B,其它行业
538,200512,闽灿坤Ｂ,其它行业
539,200521,皖美菱Ｂ,其它行业
540,200530,大 冷Ｂ,其它行业
541,200539,粤电力Ｂ,其它行业
542,200541,粤照明Ｂ,其它行业
543,200550,江 铃Ｂ,其它行业
544,200553,沙隆达Ｂ,其它行业
545,200570,苏常柴Ｂ,其它行业
546,200581,苏威孚Ｂ,其它行业
547,200596,古井贡Ｂ,其它行业
548,200613,大东海B,其它行业
549,200625,长 安Ｂ,其它行业
550,200706,*ST瓦轴B,其它行业
551,200725,京东方Ｂ,其它行业
552,200726,鲁 泰Ｂ,其它行业
553,200761,本钢板Ｂ,其它行业
554,200771,杭汽轮Ｂ,其它行业
555,200869,张 裕Ｂ,其它行业
556,200986,粤华包Ｂ,其它行业
557,200992,中 鲁Ｂ,其它行业
558,300064,豫金刚石,其它行业
559,300073,当升科技,其它行业
560,300179,四方达,其它行业
561,300450,先导智能,其它行业
562,300451,创业软件,其它行业
563,300452,山河药辅,其它行业
564,300453,三鑫医疗,其它行业
565,300455,康拓红外,其它行业
566,300456,耐威科技,其它行业
567,300457,赢合科技,其它行业
568,300458,全志科技,其它行业
569,300459,金科娱乐,其它行业
570,300460,惠伦晶体,其它行业
571,300461,田中精机,其它行业
572,300462,华铭智能,其它行业
573,300463,迈克生物,其它行业
574,300465,高伟达,其它行业
575,300466,赛摩电气,其它行业
576,300467,迅游科技,其它行业
577,300468,四方精创,其它行业
578,600060,海信电器,家电行业
579,600261,阳光照明,家电行业
580,600336,澳柯玛,家电行业
581,600690,青岛海尔,家电行业
582,600839,四川长虹,家电行业
583,600854,春兰股份,家电行业
584,600870,厦华电子,家电行业
585,600983,惠而浦,家电行业
586,603366,日出东方,家电行业
587,603519,立霸股份,家电行业
588,000016,深康佳Ａ,家电行业
589,000100,TCL 集团,家电行业
590,000333,美的集团,家电行业
591,000418,小天鹅Ａ,家电行业
592,000521,美菱电器,家电行业
593,000533,万 家 乐,家电行业
594,000541,佛山照明,家电行业
595,000651,格力电器,家电行业
596,000921,海信科龙,家电行业
597,002005,德豪润达,家电行业
598,002032,苏 泊 尔,家电行业
599,002035,华帝股份,家电行业
600,002076,雪 莱 特,家电行业
601,002242,九阳股份,家电行业
602,002260,德奥通航,家电行业
603,002290,禾盛新材,家电行业
604,002403,爱仕达,家电行业
605,002429,兆驰股份,家电行业
606,002473,圣莱达,家电行业
607,002508,老板电器,家电行业
608,002543,万和电气,家电行业
609,002668,奥马电器,家电行业
610,002677,浙江美大,家电行业
611,002681,奋达科技,家电行业
612,002705,新宝股份,家电行业
613,002723,金莱特,家电行业
614,600038,中直股份,飞机制造
615,600118,中国卫星,飞机制造
616,600316,洪都航空,飞机制造
617,600343,航天动力,飞机制造
618,600372,中航电子,飞机制造
619,600391,成发科技,飞机制造
620,600879,航天电子,飞机制造
621,600893,中航动力,飞机制造
622,000738,中航动控,飞机制造
623,000768,中航飞机,飞机制造
624,000901,航天科技,飞机制造
625,002023,海特高新,飞机制造
626,002111,威海广泰,飞机制造
627,300424,航新科技,飞机制造
628,600006,东风汽车,汽车制造
629,600066,宇通客车,汽车制造
630,600081,东风科技,汽车制造
631,600093,禾嘉股份,汽车制造
632,600104,上汽集团,汽车制造
633,600148,长春一东,汽车制造
634,600166,福田汽车,汽车制造
635,600178,东安动力,汽车制造
636,600182,S佳通,汽车制造
637,600213,亚星客车,汽车制造
638,600303,曙光股份,汽车制造
639,600335,国机汽车,汽车制造
640,600375,*ST星马,汽车制造
641,600418,江淮汽车,汽车制造
642,600469,风神股份,汽车制造
643,600480,凌云股份,汽车制造
644,600501,航天晨光,汽车制造
645,600523,贵航股份,汽车制造
646,600609,金杯汽车,汽车制造
647,600623,华谊集团,汽车制造
648,600653,申华控股,汽车制造
649,600660,福耀玻璃,汽车制造
650,600676,交运股份,汽车制造
651,600686,金龙汽车,汽车制造
652,600698,湖南天雁,汽车制造
653,600699,均胜电子,汽车制造
654,600715,文投控股,汽车制造
655,600741,华域汽车,汽车制造
656,600742,一汽富维,汽车制造
657,600760,*ST黑豹,汽车制造
658,600960,渤海活塞,汽车制造
659,601058,赛轮金宇,汽车制造
660,601238,广汽集团,汽车制造
661,601258,庞大集团,汽车制造
662,601633,长城汽车,汽车制造
663,601689,拓普集团,汽车制造
664,601799,星宇股份,汽车制造
665,601965,中国汽研,汽车制造
666,603006,联明股份,汽车制造
667,603009,北特科技,汽车制造
668,603158,腾龙股份,汽车制造
669,603166,福达股份,汽车制造
670,603306,华懋科技,汽车制造
671,603788,宁波高发,汽车制造
672,603997,继峰股份,汽车制造
673,000025,特 力Ａ,汽车制造
674,000030,富奥股份,汽车制造
675,000338,潍柴动力,汽车制造
676,000550,江铃汽车,汽车制造
677,000559,万向钱潮,汽车制造
678,000572,海马汽车,汽车制造
679,000581,威孚高科,汽车制造
680,000589,黔轮胎Ａ,汽车制造
681,000599,青岛双星,汽车制造
682,000622,*ST恒立,汽车制造
683,000625,长安汽车,汽车制造
684,000700,模塑科技,汽车制造
685,000710,天兴仪表,汽车制造
686,000753,漳州发展,汽车制造
687,000757,浩物股份,汽车制造
688,000760,斯太尔,汽车制造
689,000800,一汽轿车,汽车制造
690,000868,安凯客车,汽车制造
691,000927,一汽夏利,汽车制造
692,000951,中国重汽,汽车制造
693,000957,中通客车,汽车制造
694,002013,中航机电,汽车制造
695,002031,巨轮智能,汽车制造
696,002048,宁波华翔,汽车制造
697,002085,万丰奥威,汽车制造
698,002126,银轮股份,汽车制造
699,002190,成飞集成,汽车制造
700,002213,特 尔 佳,汽车制造
701,002265,西仪股份,汽车制造
702,002283,天润曲轴,汽车制造
703,002284,亚太股份,汽车制造
704,002355,兴民智通,汽车制造
705,002363,隆基机械,汽车制造
706,002406,远东传动,汽车制造
707,002434,万里扬,汽车制造
708,002454,松芝股份,汽车制造
709,002488,金固股份,汽车制造
710,002510,天汽模,汽车制造
711,002536,西泵股份,汽车制造
712,002555,三七互娱,汽车制造
713,002590,万安科技,汽车制造
714,002593,日上集团,汽车制造
715,002594,比亚迪,汽车制造
716,002602,世纪华通,汽车制造
717,002607,亚夏汽车,汽车制造
718,002625,龙生股份,汽车制造
719,002662,京威股份,汽车制造
720,002703,浙江世宝,汽车制造
721,002708,光洋股份,汽车制造
722,002715,登云股份,汽车制造
723,002725,跃岭股份,汽车制造
724,300100,双林股份,汽车制造
725,300176,鸿特精密,汽车制造
726,300258,精锻科技,汽车制造
727,300304,云意电气,汽车制造
728,300375,鹏翎股份,汽车制造
729,300432,富临精工,汽车制造
730,600050,中国联通,电子信息
731,600074,保千里,电子信息
732,600076,康欣新材,电子信息
733,600100,同方股份,电子信息
734,600105,永鼎股份,电子信息
735,600130,波导股份,电子信息
736,600198,大唐电信,电子信息
737,600271,航天信息,电子信息
738,600288,大恒科技,电子信息
739,600289,亿阳信通,电子信息
740,600330,天通股份,电子信息
741,600345,长江通信,电子信息
742,600406,国电南瑞,电子信息
743,600410,华胜天成,电子信息
744,600446,金证股份,电子信息
745,600455,博通股份,电子信息
746,600476,湘邮科技,电子信息
747,600485,信威集团,电子信息
748,600487,亨通光电,电子信息
749,600498,烽火通信,电子信息
750,600522,中天科技,电子信息
751,600536,中国软件,电子信息
752,600556,ST慧球,电子信息
753,600562,国睿科技,电子信息
754,600570,恒生电子,电子信息
755,600571,信雅达,电子信息
756,600588,用友网络,电子信息
757,600601,方正科技,电子信息
758,600608,上海科技,电子信息
759,600654,中安消,电子信息
760,600677,航天通信,电子信息
761,600680,上海普天,电子信息
762,600718,东软集团,电子信息
763,600728,佳都科技,电子信息
764,600734,实达集团,电子信息
765,600756,浪潮软件,电子信息
766,600764,中电广通,电子信息
767,600775,南京熊猫,电子信息
768,600776,东方通信,电子信息
769,600797,浙大网新,电子信息
770,600804,鹏博士,电子信息
771,600845,宝信软件,电子信息
772,600850,华东电脑,电子信息
773,600990,四创电子,电子信息
774,601519,大智慧,电子信息
775,603000,人民网,电子信息
776,603019,中科曙光,电子信息
777,603025,大豪科技,电子信息
778,603636,南威软件,电子信息
779,000021,深科技,电子信息
780,000032,深桑达Ａ,电子信息
781,000035,中国天楹,电子信息
782,000063,中兴通讯,电子信息
783,000066,长城电脑,电子信息
784,000070,特发信息,电子信息
785,000503,海虹控股,电子信息
786,000532,力合股份,电子信息
787,000547,航天发展,电子信息
788,000555,神州信息,电子信息
789,000561,烽火电子,电子信息
790,000586,汇源通信,电子信息
791,000681,视觉中国,电子信息
792,000711,京蓝科技,电子信息
793,000748,长城信息,电子信息
794,000801,四川九洲,电子信息
795,000836,鑫茂科技,电子信息
796,000851,高鸿股份,电子信息
797,000892,星美联合,电子信息
798,000938,紫光股份,电子信息
799,000948,南天信息,电子信息
800,000970,中科三环,电子信息
801,000977,浪潮信息,电子信息
802,000997,新 大 陆,电子信息
803,002017,东信和平,电子信息
804,002027,分众传媒,电子信息
805,002052,同洲电子,电子信息
806,002063,远光软件,电子信息
807,002065,东华软件,电子信息
808,002073,软控股份,电子信息
809,002089,新 海 宜,电子信息
810,002090,金智科技,电子信息
811,002093,国脉科技,电子信息
812,002095,生 意 宝,电子信息
813,002115,三维通信,电子信息
814,002148,北纬通信,电子信息
815,002151,北斗星通,电子信息
816,002152,广电运通,电子信息
817,002153,石基信息,电子信息
818,002161,远 望 谷,电子信息
819,002174,游族网络,电子信息
820,002177,御银股份,电子信息
821,002180,艾派克,电子信息
822,002184,海得控制,电子信息
823,002194,武汉凡谷,电子信息
824,002195,二三四五,电子信息
825,002230,科大讯飞,电子信息
826,002231,奥维通信,电子信息
827,002232,启明信息,电子信息
828,002253,川大智胜,电子信息
829,002261,拓维信息,电子信息
830,002268,卫 士 通,电子信息
831,002279,久其软件,电子信息
832,002280,联络互动,电子信息
833,002281,光迅科技,电子信息
834,002296,辉煌科技,电子信息
835,002308,威创股份,电子信息
836,002312,三泰控股,电子信息
837,002313,日海通讯,电子信息
838,002315,焦点科技,电子信息
839,002316,键桥通讯,电子信息
840,002331,皖通科技,电子信息
841,002351,漫步者,电子信息
842,002354,天神娱乐,电子信息
843,002362,汉王科技,电子信息
844,002368,太极股份,电子信息
845,002369,卓翼科技,电子信息
846,002373,千方科技,电子信息
